회사명,직무,상황,지역,작성일,총점,승진 기회 및 가능성,복지 및 급여,업무와 삶의 균형,사내문화,경영진,총평,장점,단점,바라는점
바이엘코리아(주),기획/경영,"
          전직원
      ",서울,2023. 08,80%,60%,80%,100%,100%,80%,"
BEST
      ""수평적이고 투명한 문화를 가진 기업. 워라벨이 좋은 회사.""
    ",글로벌 경영진이 직원들에게 투명한 정보를 공유함. 독일본사 직원들의 수준이 높음. 체계적인 시스템이 있고 선진 시스템 도입에 따른 트레이닝 자료가 잘되어 있어서 배울 수 있는 기회가 있었음. 내부지원 직원을 우대해줌.,업계 내에서 연봉 수준이 낮음. 몬산토 인수 후 구조조정의 상시화. 예전보다 안정성이 떨어지고 좋은 시절은 다 갔다는 느낌.,돌이켜보면 예전 바이엘은 좋은 회사였지만 지금은 아니라는 현직자들의 얘기가 많음….. 다시 예전의 명성을 찾을 수 있도록 경영진에서 힘써 주셨으면 좋겠네요.
바이엘코리아(주),영업/제휴,"
          전직원
      ",서울,2023. 07,40%,60%,60%,80%,40%,40%,"
BEST
      ""외적으로는 혁신을 말하고 있지만 정작 중요한 내적 혁신이 없음""
    ","휴가 사용에 전혀 제약이 없으며, 일을 잘 못해도 크게 문제될 것이 없음","의사 결정이 복잡하고 오래 걸리며, 일을 하는 사람만 계속 일을 하게 됨","외국인 경영진들은 좀 더 책임감을 가져야 하며, 한국 문화에 대한 이해를 중요하게 생각해야 함"
바이엘코리아(주),의약,"
          전직원
      ",서울,2023. 10,100%,60%,60%,80%,80%,60%,"
BEST
      ""외국계 대기업 시스템을 경험할 수 있는 워라밸이 나쁘지않은 곳""
    ",연차 눈치 안보고 쓸 수 있음. 팀바이팀이겠지만 동료들이 다 좋은 성격이였음,시스템이 복잡하여 업무 프로세스가 너무 길다고 생각함. 개인주의가 있음,"크게 단점을 느끼지는 않았고, 계약직의 정규직 전환 기회가 많았으면 좋겠습니다."
바이엘코리아(주),기획/경영,"
          현직원
      ",서울,2023. 09,100%,60%,80%,100%,100%,100%,"
BEST
      ""분위기가 편하고 좋은 회사입니다. 모두 친절하세요""
    ",사람들이 정말 좋아요. 뭐 뒤에서는 모르죠 하지만 다들 친절하세요.,계약직이너무많아서 알만하면 모두 이별을 해야하는 것이 매우 아쉬워요~~~,좀 더 직원들을 위한 것들이 많아졌으면 좋겠어요
바이엘코리아(주),교육,"
          현직원
      ",서울,2023. 09,100%,100%,80%,80%,60%,60%,"
BEST
      ""상당히 개인주의적이면서도 사람들이 착한 편임 그래서 오래 다니기 괜찮음""
    ",연차 상당히 자유롭고 직원간에 소통이 원활하게 되는 편이라서 괜찮은 편임  또한 위치가 여의도라서 접근성 상당히 좋음,자율좌석이라서 점점 직원들간에 친밀도가 떨어지고 있음 그렇기에 메일링으로 모든 업무를 처리하는 편 다소 속도가 늦음,연봉인상 아직도 안하고 있는대 언제 협상 끝날지 알려주고 최대한 직원들에게 맞춰주세요!!
바이엘코리아(주),기획/경영,"
          전직원
      ",서울,2023. 08,80%,60%,80%,100%,100%,80%,"
BEST
      ""수평적이고 투명한 문화를 가진 기업. 워라벨이 좋은 회사.""
    ",글로벌 경영진이 직원들에게 투명한 정보를 공유함. 독일본사 직원들의 수준이 높음. 체계적인 시스템이 있고 선진 시스템 도입에 따른 트레이닝 자료가 잘되어 있어서 배울 수 있는 기회가 있었음. 내부지원 직원을 우대해줌.,업계 내에서 연봉 수준이 낮음. 몬산토 인수 후 구조조정의 상시화. 예전보다 안정성이 떨어지고 좋은 시절은 다 갔다는 느낌.,돌이켜보면 예전 바이엘은 좋은 회사였지만 지금은 아니라는 현직자들의 얘기가 많음….. 다시 예전의 명성을 찾을 수 있도록 경영진에서 힘써 주셨으면 좋겠네요.
바이엘코리아(주),영업/제휴,"
          전직원
      ",서울,2023. 07,40%,60%,60%,80%,40%,40%,"
BEST
      ""외적으로는 혁신을 말하고 있지만 정작 중요한 내적 혁신이 없음""
    ","휴가 사용에 전혀 제약이 없으며, 일을 잘 못해도 크게 문제될 것이 없음","의사 결정이 복잡하고 오래 걸리며, 일을 하는 사람만 계속 일을 하게 됨","외국인 경영진들은 좀 더 책임감을 가져야 하며, 한국 문화에 대한 이해를 중요하게 생각해야 함"
바이엘코리아(주),의약,"
          전직원
      ",서울,2023. 10,100%,60%,60%,80%,80%,60%,"
BEST
      ""외국계 대기업 시스템을 경험할 수 있는 워라밸이 나쁘지않은 곳""
    ",연차 눈치 안보고 쓸 수 있음. 팀바이팀이겠지만 동료들이 다 좋은 성격이였음,시스템이 복잡하여 업무 프로세스가 너무 길다고 생각함. 개인주의가 있음,"크게 단점을 느끼지는 않았고, 계약직의 정규직 전환 기회가 많았으면 좋겠습니다."
바이엘코리아(주),기획/경영,"
          현직원
      ",서울,2023. 09,100%,60%,80%,100%,100%,100%,"
BEST
      ""분위기가 편하고 좋은 회사입니다. 모두 친절하세요""
    ",사람들이 정말 좋아요. 뭐 뒤에서는 모르죠 하지만 다들 친절하세요.,계약직이너무많아서 알만하면 모두 이별을 해야하는 것이 매우 아쉬워요~~~,좀 더 직원들을 위한 것들이 많아졌으면 좋겠어요
바이엘코리아(주),교육,"
          현직원
      ",서울,2023. 09,100%,100%,80%,80%,60%,60%,"
BEST
      ""상당히 개인주의적이면서도 사람들이 착한 편임 그래서 오래 다니기 괜찮음""
    ",연차 상당히 자유롭고 직원간에 소통이 원활하게 되는 편이라서 괜찮은 편임  또한 위치가 여의도라서 접근성 상당히 좋음,자율좌석이라서 점점 직원들간에 친밀도가 떨어지고 있음 그렇기에 메일링으로 모든 업무를 처리하는 편 다소 속도가 늦음,연봉인상 아직도 안하고 있는대 언제 협상 끝날지 알려주고 최대한 직원들에게 맞춰주세요!!
바이엘코리아(주),기획/경영,"
          전직원
      ",서울,2023. 08,80%,60%,80%,100%,100%,80%,"
BEST
      ""수평적이고 투명한 문화를 가진 기업. 워라벨이 좋은 회사.""
    ",글로벌 경영진이 직원들에게 투명한 정보를 공유함. 독일본사 직원들의 수준이 높음. 체계적인 시스템이 있고 선진 시스템 도입에 따른 트레이닝 자료가 잘되어 있어서 배울 수 있는 기회가 있었음. 내부지원 직원을 우대해줌.,업계 내에서 연봉 수준이 낮음. 몬산토 인수 후 구조조정의 상시화. 예전보다 안정성이 떨어지고 좋은 시절은 다 갔다는 느낌.,돌이켜보면 예전 바이엘은 좋은 회사였지만 지금은 아니라는 현직자들의 얘기가 많음….. 다시 예전의 명성을 찾을 수 있도록 경영진에서 힘써 주셨으면 좋겠네요.
바이엘코리아(주),영업/제휴,"
          전직원
      ",서울,2023. 07,40%,60%,60%,80%,40%,40%,"
BEST
      ""외적으로는 혁신을 말하고 있지만 정작 중요한 내적 혁신이 없음""
    ","휴가 사용에 전혀 제약이 없으며, 일을 잘 못해도 크게 문제될 것이 없음","의사 결정이 복잡하고 오래 걸리며, 일을 하는 사람만 계속 일을 하게 됨","외국인 경영진들은 좀 더 책임감을 가져야 하며, 한국 문화에 대한 이해를 중요하게 생각해야 함"
바이엘코리아(주),의약,"
          전직원
      ",서울,2023. 10,100%,60%,60%,80%,80%,60%,"
BEST
      ""외국계 대기업 시스템을 경험할 수 있는 워라밸이 나쁘지않은 곳""
    ",연차 눈치 안보고 쓸 수 있음. 팀바이팀이겠지만 동료들이 다 좋은 성격이였음,시스템이 복잡하여 업무 프로세스가 너무 길다고 생각함. 개인주의가 있음,"크게 단점을 느끼지는 않았고, 계약직의 정규직 전환 기회가 많았으면 좋겠습니다."
바이엘코리아(주),기획/경영,"
          현직원
      ",서울,2023. 09,100%,60%,80%,100%,100%,100%,"
BEST
      ""분위기가 편하고 좋은 회사입니다. 모두 친절하세요""
    ",사람들이 정말 좋아요. 뭐 뒤에서는 모르죠 하지만 다들 친절하세요.,계약직이너무많아서 알만하면 모두 이별을 해야하는 것이 매우 아쉬워요~~~,좀 더 직원들을 위한 것들이 많아졌으면 좋겠어요
바이엘코리아(주),교육,"
          현직원
      ",서울,2023. 09,100%,100%,80%,80%,60%,60%,"
BEST
      ""상당히 개인주의적이면서도 사람들이 착한 편임 그래서 오래 다니기 괜찮음""
    ",연차 상당히 자유롭고 직원간에 소통이 원활하게 되는 편이라서 괜찮은 편임  또한 위치가 여의도라서 접근성 상당히 좋음,자율좌석이라서 점점 직원들간에 친밀도가 떨어지고 있음 그렇기에 메일링으로 모든 업무를 처리하는 편 다소 속도가 늦음,연봉인상 아직도 안하고 있는대 언제 협상 끝날지 알려주고 최대한 직원들에게 맞춰주세요!!
바이엘코리아(주),기획/경영,"
          전직원
      ",서울,2023. 08,80%,60%,80%,100%,100%,80%,"
BEST
      ""수평적이고 투명한 문화를 가진 기업. 워라벨이 좋은 회사.""
    ",글로벌 경영진이 직원들에게 투명한 정보를 공유함. 독일본사 직원들의 수준이 높음. 체계적인 시스템이 있고 선진 시스템 도입에 따른 트레이닝 자료가 잘되어 있어서 배울 수 있는 기회가 있었음. 내부지원 직원을 우대해줌.,업계 내에서 연봉 수준이 낮음. 몬산토 인수 후 구조조정의 상시화. 예전보다 안정성이 떨어지고 좋은 시절은 다 갔다는 느낌.,돌이켜보면 예전 바이엘은 좋은 회사였지만 지금은 아니라는 현직자들의 얘기가 많음….. 다시 예전의 명성을 찾을 수 있도록 경영진에서 힘써 주셨으면 좋겠네요.
바이엘코리아(주),영업/제휴,"
          전직원
      ",서울,2023. 07,40%,60%,60%,80%,40%,40%,"
BEST
      ""외적으로는 혁신을 말하고 있지만 정작 중요한 내적 혁신이 없음""
    ","휴가 사용에 전혀 제약이 없으며, 일을 잘 못해도 크게 문제될 것이 없음","의사 결정이 복잡하고 오래 걸리며, 일을 하는 사람만 계속 일을 하게 됨","외국인 경영진들은 좀 더 책임감을 가져야 하며, 한국 문화에 대한 이해를 중요하게 생각해야 함"
바이엘코리아(주),의약,"
          전직원
      ",서울,2023. 10,100%,60%,60%,80%,80%,60%,"
BEST
      ""외국계 대기업 시스템을 경험할 수 있는 워라밸이 나쁘지않은 곳""
    ",연차 눈치 안보고 쓸 수 있음. 팀바이팀이겠지만 동료들이 다 좋은 성격이였음,시스템이 복잡하여 업무 프로세스가 너무 길다고 생각함. 개인주의가 있음,"크게 단점을 느끼지는 않았고, 계약직의 정규직 전환 기회가 많았으면 좋겠습니다."
바이엘코리아(주),기획/경영,"
          현직원
      ",서울,2023. 09,100%,60%,80%,100%,100%,100%,"
BEST
      ""분위기가 편하고 좋은 회사입니다. 모두 친절하세요""
    ",사람들이 정말 좋아요. 뭐 뒤에서는 모르죠 하지만 다들 친절하세요.,계약직이너무많아서 알만하면 모두 이별을 해야하는 것이 매우 아쉬워요~~~,좀 더 직원들을 위한 것들이 많아졌으면 좋겠어요
바이엘코리아(주),교육,"
          현직원
      ",서울,2023. 09,100%,100%,80%,80%,60%,60%,"
BEST
      ""상당히 개인주의적이면서도 사람들이 착한 편임 그래서 오래 다니기 괜찮음""
    ",연차 상당히 자유롭고 직원간에 소통이 원활하게 되는 편이라서 괜찮은 편임  또한 위치가 여의도라서 접근성 상당히 좋음,자율좌석이라서 점점 직원들간에 친밀도가 떨어지고 있음 그렇기에 메일링으로 모든 업무를 처리하는 편 다소 속도가 늦음,연봉인상 아직도 안하고 있는대 언제 협상 끝날지 알려주고 최대한 직원들에게 맞춰주세요!!
바이엘코리아(주),기획/경영,"
          전직원
      ",서울,2023. 08,80%,60%,80%,100%,100%,80%,"
BEST
      ""수평적이고 투명한 문화를 가진 기업. 워라벨이 좋은 회사.""
    ",글로벌 경영진이 직원들에게 투명한 정보를 공유함. 독일본사 직원들의 수준이 높음. 체계적인 시스템이 있고 선진 시스템 도입에 따른 트레이닝 자료가 잘되어 있어서 배울 수 있는 기회가 있었음. 내부지원 직원을 우대해줌.,업계 내에서 연봉 수준이 낮음. 몬산토 인수 후 구조조정의 상시화. 예전보다 안정성이 떨어지고 좋은 시절은 다 갔다는 느낌.,돌이켜보면 예전 바이엘은 좋은 회사였지만 지금은 아니라는 현직자들의 얘기가 많음….. 다시 예전의 명성을 찾을 수 있도록 경영진에서 힘써 주셨으면 좋겠네요.
바이엘코리아(주),영업/제휴,"
          전직원
      ",서울,2023. 07,40%,60%,60%,80%,40%,40%,"
BEST
      ""외적으로는 혁신을 말하고 있지만 정작 중요한 내적 혁신이 없음""
    ","휴가 사용에 전혀 제약이 없으며, 일을 잘 못해도 크게 문제될 것이 없음","의사 결정이 복잡하고 오래 걸리며, 일을 하는 사람만 계속 일을 하게 됨","외국인 경영진들은 좀 더 책임감을 가져야 하며, 한국 문화에 대한 이해를 중요하게 생각해야 함"
바이엘코리아(주),의약,"
          전직원
      ",서울,2023. 10,100%,60%,60%,80%,80%,60%,"
BEST
      ""외국계 대기업 시스템을 경험할 수 있는 워라밸이 나쁘지않은 곳""
    ",연차 눈치 안보고 쓸 수 있음. 팀바이팀이겠지만 동료들이 다 좋은 성격이였음,시스템이 복잡하여 업무 프로세스가 너무 길다고 생각함. 개인주의가 있음,"크게 단점을 느끼지는 않았고, 계약직의 정규직 전환 기회가 많았으면 좋겠습니다."
바이엘코리아(주),기획/경영,"
          현직원
      ",서울,2023. 09,100%,60%,80%,100%,100%,100%,"
BEST
      ""분위기가 편하고 좋은 회사입니다. 모두 친절하세요""
    ",사람들이 정말 좋아요. 뭐 뒤에서는 모르죠 하지만 다들 친절하세요.,계약직이너무많아서 알만하면 모두 이별을 해야하는 것이 매우 아쉬워요~~~,좀 더 직원들을 위한 것들이 많아졌으면 좋겠어요
